"Id","ActivityDate","StepTotal","DayOfWeek"
2026352035,2016-05-01,3609,"Sunday"
2026352035,2016-05-02,7018,"Monday"
2026352035,2016-05-03,5992,"Tuesday"
2026352035,2016-05-04,6564,"Wednesday"
2026352035,2016-05-05,12167,"Thursday"
2026352035,2016-05-06,8198,"Friday"
2026352035,2016-05-07,4193,"Saturday"
2026352035,2016-05-08,5528,"Sunday"
2026352035,2016-05-09,10685,"Monday"
2026352035,2016-05-10,254,"Tuesday"
2026352035,2016-05-11,8580,"Wednesday"
2026352035,2016-05-12,8891,"Thursday"
2320127002,2016-04-12,10725,"Tuesday"
2320127002,2016-04-13,7275,"Wednesday"
2320127002,2016-04-14,3973,"Thursday"
2320127002,2016-04-15,5205,"Friday"
2320127002,2016-04-16,5057,"Saturday"
2320127002,2016-04-17,6198,"Sunday"
2320127002,2016-04-18,6559,"Monday"
2320127002,2016-04-19,5997,"Tuesday"
2320127002,2016-04-20,7192,"Wednesday"
2320127002,2016-04-21,3404,"Thursday"
2320127002,2016-04-22,5583,"Friday"
2320127002,2016-04-23,5079,"Saturday"
2320127002,2016-04-24,4165,"Sunday"
2320127002,2016-04-25,3588,"Monday"
2320127002,2016-04-26,3409,"Tuesday"
2320127002,2016-04-27,1715,"Wednesday"
2320127002,2016-04-28,1532,"Thursday"
2320127002,2016-04-29,924,"Friday"
2320127002,2016-04-30,4571,"Saturday"
2320127002,2016-05-01,772,"Sunday"
2320127002,2016-05-02,3634,"Monday"
2320127002,2016-05-03,7443,"Tuesday"
2320127002,2016-05-04,1201,"Wednesday"
2320127002,2016-05-05,5202,"Thursday"
2320127002,2016-05-06,4878,"Friday"
2320127002,2016-05-07,7379,"Saturday"
2320127002,2016-05-08,5161,"Sunday"
2320127002,2016-05-09,3090,"Monday"
2320127002,2016-05-10,6227,"Tuesday"
2320127002,2016-05-11,6424,"Wednesday"
2320127002,2016-05-12,2661,"Thursday"
2347167796,2016-04-12,10113,"Tuesday"
2347167796,2016-04-13,10352,"Wednesday"
2347167796,2016-04-14,10129,"Thursday"
2347167796,2016-04-15,10465,"Friday"
2347167796,2016-04-16,22244,"Saturday"
2347167796,2016-04-17,5472,"Sunday"
2347167796,2016-04-18,8247,"Monday"
2347167796,2016-04-19,6711,"Tuesday"
2347167796,2016-04-20,10999,"Wednesday"
2347167796,2016-04-21,10080,"Thursday"
2347167796,2016-04-22,7804,"Friday"
2347167796,2016-04-23,16901,"Saturday"
2347167796,2016-04-24,9471,"Sunday"
2347167796,2016-04-25,9482,"Monday"
2347167796,2016-04-26,5980,"Tuesday"
2347167796,2016-04-27,11423,"Wednesday"
2347167796,2016-04-28,5439,"Thursday"
2347167796,2016-04-29,42,"Friday"
2873212765,2016-04-12,8796,"Tuesday"
2873212765,2016-04-13,7618,"Wednesday"
2873212765,2016-04-14,7910,"Thursday"
2873212765,2016-04-15,8482,"Friday"
2873212765,2016-04-16,9685,"Saturday"
2873212765,2016-04-17,2524,"Sunday"
2873212765,2016-04-18,7762,"Monday"
2873212765,2016-04-19,7948,"Tuesday"
2873212765,2016-04-20,9202,"Wednesday"
2873212765,2016-04-21,8859,"Thursday"
2873212765,2016-04-22,7286,"Friday"
2873212765,2016-04-23,9317,"Saturday"
2873212765,2016-04-24,6873,"Sunday"
2873212765,2016-04-25,7373,"Monday"
2873212765,2016-04-26,8242,"Tuesday"
2873212765,2016-04-27,3516,"Wednesday"
2873212765,2016-04-28,7913,"Thursday"
2873212765,2016-04-29,7365,"Friday"
2873212765,2016-04-30,8452,"Saturday"
2873212765,2016-05-01,7399,"Sunday"
2873212765,2016-05-02,7525,"Monday"
2873212765,2016-05-03,7412,"Tuesday"
2873212765,2016-05-04,8278,"Wednesday"
2873212765,2016-05-05,8314,"Thursday"
2873212765,2016-05-06,7063,"Friday"
2873212765,2016-05-07,4940,"Saturday"
2873212765,2016-05-08,8168,"Sunday"
2873212765,2016-05-09,7726,"Monday"
2873212765,2016-05-10,8275,"Tuesday"
2873212765,2016-05-11,6440,"Wednesday"
2873212765,2016-05-12,7566,"Thursday"
3372868164,2016-04-12,4747,"Tuesday"
3372868164,2016-04-13,9715,"Wednesday"
3372868164,2016-04-14,8844,"Thursday"
3372868164,2016-04-15,7451,"Friday"
3372868164,2016-04-16,6905,"Saturday"
3372868164,2016-04-17,8199,"Sunday"
3372868164,2016-04-18,6798,"Monday"
3372868164,2016-04-19,7711,"Tuesday"
3372868164,2016-04-20,4880,"Wednesday"
3372868164,2016-04-21,8857,"Thursday"
3372868164,2016-04-22,3843,"Friday"
3372868164,2016-04-23,7396,"Saturday"
3372868164,2016-04-24,6731,"Sunday"
3372868164,2016-04-25,5995,"Monday"
3372868164,2016-04-26,8283,"Tuesday"
3372868164,2016-04-27,7904,"Wednesday"
3372868164,2016-04-28,5512,"Thursday"
3372868164,2016-04-29,9135,"Friday"
3372868164,2016-04-30,5250,"Saturday"
3372868164,2016-05-01,3077,"Sunday"
3977333714,2016-04-12,8856,"Tuesday"
3977333714,2016-04-13,10035,"Wednesday"
3977333714,2016-04-14,7641,"Thursday"
3977333714,2016-04-15,9010,"Friday"
3977333714,2016-04-16,13459,"Saturday"
3977333714,2016-04-17,10415,"Sunday"
3977333714,2016-04-18,11663,"Monday"
3977333714,2016-04-19,12414,"Tuesday"
3977333714,2016-04-20,11658,"Wednesday"
3977333714,2016-04-21,6093,"Thursday"
3977333714,2016-04-22,8911,"Friday"
3977333714,2016-04-23,12058,"Saturday"
3977333714,2016-04-24,14112,"Sunday"
3977333714,2016-04-25,11177,"Monday"
3977333714,2016-04-26,11388,"Tuesday"
3977333714,2016-04-27,7193,"Wednesday"
3977333714,2016-04-28,7114,"Thursday"
3977333714,2016-04-29,10645,"Friday"
3977333714,2016-04-30,13238,"Saturday"
3977333714,2016-05-01,10414,"Sunday"
3977333714,2016-05-02,16520,"Monday"
3977333714,2016-05-03,14335,"Tuesday"
3977333714,2016-05-04,13559,"Wednesday"
3977333714,2016-05-05,12312,"Thursday"
3977333714,2016-05-06,11677,"Friday"
3977333714,2016-05-07,11550,"Saturday"
3977333714,2016-05-08,13585,"Sunday"
3977333714,2016-05-09,14687,"Monday"
3977333714,2016-05-10,13072,"Tuesday"
3977333714,2016-05-11,746,"Wednesday"
4020332650,2016-04-12,8539,"Tuesday"
4020332650,2016-04-13,0,"Wednesday"
4020332650,2016-04-14,108,"Thursday"
4020332650,2016-04-15,1882,"Friday"
4020332650,2016-04-16,1982,"Saturday"
4020332650,2016-04-17,16,"Sunday"
4020332650,2016-04-18,62,"Monday"
4020332650,2016-04-19,0,"Tuesday"
4020332650,2016-04-20,0,"Wednesday"
4020332650,2016-04-21,0,"Thursday"
4020332650,2016-04-22,0,"Friday"
4020332650,2016-04-23,0,"Saturday"
4020332650,2016-04-24,0,"Sunday"
4020332650,2016-04-25,0,"Monday"
4020332650,2016-04-26,0,"Tuesday"
4020332650,2016-04-27,0,"Wednesday"
4020332650,2016-04-28,0,"Thursday"
4020332650,2016-04-29,0,"Friday"
4020332650,2016-04-30,0,"Saturday"
4020332650,2016-05-01,0,"Sunday"
4020332650,2016-05-02,475,"Monday"
4020332650,2016-05-03,4496,"Tuesday"
4020332650,2016-05-04,10252,"Wednesday"
4020332650,2016-05-05,11728,"Thursday"
4020332650,2016-05-06,4369,"Friday"
4020332650,2016-05-07,6132,"Saturday"
4020332650,2016-05-08,5862,"Sunday"
4020332650,2016-05-09,4556,"Monday"
4020332650,2016-05-10,5546,"Tuesday"
4020332650,2016-05-11,3689,"Wednesday"
4020332650,2016-05-12,590,"Thursday"
4319703577,2016-04-12,7753,"Tuesday"
4319703577,2016-04-13,8204,"Wednesday"
4319703577,2016-04-14,10210,"Thursday"
4319703577,2016-04-15,5664,"Friday"
4319703577,2016-04-16,4744,"Saturday"
4319703577,2016-04-17,29,"Sunday"
4319703577,2016-04-18,2276,"Monday"
4319703577,2016-04-19,8925,"Tuesday"
4319703577,2016-04-20,8954,"Wednesday"
4319703577,2016-04-21,3702,"Thursday"
4319703577,2016-04-22,4500,"Friday"
4319703577,2016-04-23,4935,"Saturday"
4319703577,2016-04-24,4081,"Sunday"
4319703577,2016-04-25,9259,"Monday"
4319703577,2016-04-26,9899,"Tuesday"
4319703577,2016-04-27,10780,"Wednesday"
4319703577,2016-04-28,10817,"Thursday"
4319703577,2016-04-29,7990,"Friday"
4319703577,2016-04-30,8221,"Saturday"
4319703577,2016-05-01,1251,"Sunday"
4319703577,2016-05-02,9261,"Monday"
4319703577,2016-05-03,9648,"Tuesday"
4319703577,2016-05-04,10429,"Wednesday"
4319703577,2016-05-05,13658,"Thursday"
4319703577,2016-05-06,9524,"Friday"
4319703577,2016-05-07,7937,"Saturday"
4319703577,2016-05-08,3672,"Sunday"
4319703577,2016-05-09,10378,"Monday"
4319703577,2016-05-10,9487,"Tuesday"
4319703577,2016-05-11,9129,"Wednesday"
4319703577,2016-05-12,17,"Thursday"
4388161847,2016-04-12,10122,"Tuesday"
4388161847,2016-04-13,10993,"Wednesday"
4388161847,2016-04-14,8863,"Thursday"
4388161847,2016-04-15,8758,"Friday"
4388161847,2016-04-16,6580,"Saturday"
4388161847,2016-04-17,4660,"Sunday"
4388161847,2016-04-18,11009,"Monday"
4388161847,2016-04-19,10181,"Tuesday"
4388161847,2016-04-20,10553,"Wednesday"
4388161847,2016-04-21,10055,"Thursday"
4388161847,2016-04-22,12139,"Friday"
4388161847,2016-04-23,13236,"Saturday"
4388161847,2016-04-24,10243,"Sunday"
4388161847,2016-04-25,12961,"Monday"
4388161847,2016-04-26,9461,"Tuesday"
4388161847,2016-04-27,11193,"Wednesday"
4388161847,2016-04-28,10074,"Thursday"
4388161847,2016-04-29,9232,"Friday"
4388161847,2016-04-30,12533,"Saturday"
4388161847,2016-05-01,10255,"Sunday"
4388161847,2016-05-02,10096,"Monday"
4388161847,2016-05-03,12727,"Tuesday"
4388161847,2016-05-04,12375,"Wednesday"
4388161847,2016-05-05,9603,"Thursday"
4388161847,2016-05-06,13175,"Friday"
4388161847,2016-05-07,22770,"Saturday"
4388161847,2016-05-08,17298,"Sunday"
4388161847,2016-05-09,10218,"Monday"
4388161847,2016-05-10,10299,"Tuesday"
4388161847,2016-05-11,10201,"Wednesday"
4388161847,2016-05-12,3369,"Thursday"
4445114986,2016-04-12,3276,"Tuesday"
4445114986,2016-04-13,2961,"Wednesday"
4445114986,2016-04-14,3974,"Thursday"
4445114986,2016-04-15,7198,"Friday"
4445114986,2016-04-16,3945,"Saturday"
4445114986,2016-04-17,2268,"Sunday"
4445114986,2016-04-18,6155,"Monday"
4445114986,2016-04-19,2064,"Tuesday"
4445114986,2016-04-20,2072,"Wednesday"
4445114986,2016-04-21,3809,"Thursday"
4445114986,2016-04-22,6831,"Friday"
4445114986,2016-04-23,4363,"Saturday"
4445114986,2016-04-24,5002,"Sunday"
4445114986,2016-04-25,3385,"Monday"
4445114986,2016-04-26,6326,"Tuesday"
4445114986,2016-04-27,7243,"Wednesday"
4445114986,2016-04-28,4493,"Thursday"
4445114986,2016-04-29,4676,"Friday"
4445114986,2016-04-30,6222,"Saturday"
4445114986,2016-05-01,5232,"Sunday"
4445114986,2016-05-02,6910,"Monday"
4445114986,2016-05-03,7502,"Tuesday"
4445114986,2016-05-04,2923,"Wednesday"
4445114986,2016-05-05,3800,"Thursday"
4445114986,2016-05-06,4514,"Friday"
4445114986,2016-05-07,5183,"Saturday"
4445114986,2016-05-08,7303,"Sunday"
4445114986,2016-05-09,5275,"Monday"
4445114986,2016-05-10,3915,"Tuesday"
4445114986,2016-05-11,9105,"Wednesday"
4445114986,2016-05-12,768,"Thursday"
4558609924,2016-04-12,5135,"Tuesday"
4558609924,2016-04-13,4978,"Wednesday"
4558609924,2016-04-14,6799,"Thursday"
4558609924,2016-04-15,7795,"Friday"
4558609924,2016-04-16,7289,"Saturday"
4558609924,2016-04-17,9634,"Sunday"
4558609924,2016-04-18,8940,"Monday"
4558609924,2016-04-19,5401,"Tuesday"
4558609924,2016-04-20,4803,"Wednesday"
4558609924,2016-04-21,13743,"Thursday"
4558609924,2016-04-22,9601,"Friday"
4558609924,2016-04-23,6890,"Saturday"
4558609924,2016-04-24,8563,"Sunday"
4558609924,2016-04-25,8095,"Monday"
4558609924,2016-04-26,9148,"Tuesday"
4558609924,2016-04-27,9557,"Wednesday"
4558609924,2016-04-28,9451,"Thursday"
4558609924,2016-04-29,7833,"Friday"
4558609924,2016-04-30,10319,"Saturday"
4558609924,2016-05-01,3428,"Sunday"
4558609924,2016-05-02,7891,"Monday"
4558609924,2016-05-03,5267,"Tuesday"
4558609924,2016-05-04,5232,"Wednesday"
4558609924,2016-05-05,10611,"Thursday"
4558609924,2016-05-06,3755,"Friday"
4558609924,2016-05-07,8237,"Saturday"
4558609924,2016-05-08,6543,"Sunday"
4558609924,2016-05-09,11451,"Monday"
4558609924,2016-05-10,6435,"Tuesday"
4558609924,2016-05-11,9108,"Wednesday"
4558609924,2016-05-12,6307,"Thursday"
4702921684,2016-04-12,7213,"Tuesday"
4702921684,2016-04-13,6877,"Wednesday"
4702921684,2016-04-14,7860,"Thursday"
4702921684,2016-04-15,6506,"Friday"
4702921684,2016-04-16,11140,"Saturday"
4702921684,2016-04-17,12692,"Sunday"
4702921684,2016-04-18,9105,"Monday"
4702921684,2016-04-19,6708,"Tuesday"
4702921684,2016-04-20,8793,"Wednesday"
4702921684,2016-04-21,6530,"Thursday"
4702921684,2016-04-22,1664,"Friday"
4702921684,2016-04-23,15126,"Saturday"
4702921684,2016-04-24,15050,"Sunday"
4702921684,2016-04-25,9167,"Monday"
4702921684,2016-04-26,6108,"Tuesday"
4702921684,2016-04-27,7047,"Wednesday"
4702921684,2016-04-28,9023,"Thursday"
4702921684,2016-04-29,9930,"Friday"
4702921684,2016-04-30,10144,"Saturday"
4702921684,2016-05-01,0,"Sunday"
4702921684,2016-05-02,7245,"Monday"
4702921684,2016-05-03,9454,"Tuesday"
4702921684,2016-05-04,8161,"Wednesday"
4702921684,2016-05-05,8614,"Thursday"
4702921684,2016-05-06,6943,"Friday"
4702921684,2016-05-07,14370,"Saturday"
4702921684,2016-05-08,12857,"Sunday"
4702921684,2016-05-09,8232,"Monday"
4702921684,2016-05-10,10613,"Tuesday"
4702921684,2016-05-11,9810,"Wednesday"
4702921684,2016-05-12,2752,"Thursday"
5553957443,2016-04-12,11596,"Tuesday"
5553957443,2016-04-13,4832,"Wednesday"
5553957443,2016-04-14,17022,"Thursday"
5553957443,2016-04-15,16556,"Friday"
5553957443,2016-04-16,5771,"Saturday"
5553957443,2016-04-17,655,"Sunday"
5553957443,2016-04-18,3727,"Monday"
5553957443,2016-04-19,15482,"Tuesday"
5553957443,2016-04-20,2713,"Wednesday"
5553957443,2016-04-21,12346,"Thursday"
5553957443,2016-04-22,11682,"Friday"
5553957443,2016-04-23,4112,"Saturday"
5553957443,2016-04-24,1807,"Sunday"
5553957443,2016-04-25,10946,"Monday"
5553957443,2016-04-26,11886,"Tuesday"
5553957443,2016-04-27,10538,"Wednesday"
5553957443,2016-04-28,11393,"Thursday"
5553957443,2016-04-29,12764,"Friday"
5553957443,2016-04-30,1202,"Saturday"
5553957443,2016-05-01,5164,"Sunday"
5553957443,2016-05-02,9769,"Monday"
5553957443,2016-05-03,12848,"Tuesday"
5553957443,2016-05-04,4249,"Wednesday"
5553957443,2016-05-05,14331,"Thursday"
5553957443,2016-05-06,9632,"Friday"
5553957443,2016-05-07,1868,"Saturday"
5553957443,2016-05-08,6083,"Sunday"
5553957443,2016-05-09,11611,"Monday"
5553957443,2016-05-10,16358,"Tuesday"
5553957443,2016-05-11,4926,"Wednesday"
5553957443,2016-05-12,3121,"Thursday"
5577150313,2016-04-12,8135,"Tuesday"
5577150313,2016-04-13,5077,"Wednesday"
5577150313,2016-04-14,8596,"Thursday"
5577150313,2016-04-15,12087,"Friday"
5577150313,2016-04-16,14269,"Saturday"
5577150313,2016-04-17,12231,"Sunday"
5577150313,2016-04-18,9893,"Monday"
5577150313,2016-04-19,12574,"Tuesday"
5577150313,2016-04-20,8330,"Wednesday"
5577150313,2016-04-21,10830,"Thursday"
5577150313,2016-04-22,9172,"Friday"
5577150313,2016-04-23,7638,"Saturday"
5577150313,2016-04-24,15764,"Sunday"
5577150313,2016-04-25,6393,"Monday"
5577150313,2016-04-26,5325,"Tuesday"
5577150313,2016-04-27,6805,"Wednesday"
5577150313,2016-04-28,9841,"Thursday"
5577150313,2016-04-29,7924,"Friday"
5577150313,2016-04-30,12363,"Saturday"
5577150313,2016-05-01,13368,"Sunday"
5577150313,2016-05-02,7439,"Monday"
5577150313,2016-05-03,11045,"Tuesday"
5577150313,2016-05-04,5206,"Wednesday"
5577150313,2016-05-05,7550,"Thursday"
5577150313,2016-05-06,4950,"Friday"
5577150313,2016-05-07,0,"Saturday"
5577150313,2016-05-08,0,"Sunday"
5577150313,2016-05-09,3421,"Monday"
5577150313,2016-05-10,8869,"Tuesday"
5577150313,2016-05-11,4038,"Wednesday"
6117666160,2016-04-12,0,"Tuesday"
6117666160,2016-04-13,0,"Wednesday"
6117666160,2016-04-14,0,"Thursday"
6117666160,2016-04-15,14019,"Friday"
6117666160,2016-04-16,14450,"Saturday"
6117666160,2016-04-17,7150,"Sunday"
6117666160,2016-04-18,5153,"Monday"
6117666160,2016-04-19,11135,"Tuesday"
6117666160,2016-04-20,10449,"Wednesday"
6117666160,2016-04-21,19542,"Thursday"
6117666160,2016-04-22,8206,"Friday"
6117666160,2016-04-23,11495,"Saturday"
6117666160,2016-04-24,7623,"Sunday"
6117666160,2016-04-25,0,"Monday"
6117666160,2016-04-26,9543,"Tuesday"
6117666160,2016-04-27,9411,"Wednesday"
6117666160,2016-04-28,3403,"Thursday"
6117666160,2016-04-29,9592,"Friday"
6117666160,2016-04-30,6987,"Saturday"
6117666160,2016-05-01,8915,"Sunday"
6117666160,2016-05-02,4933,"Monday"
6117666160,2016-05-03,0,"Tuesday"
6117666160,2016-05-04,2997,"Wednesday"
6117666160,2016-05-05,9799,"Thursday"
6117666160,2016-05-06,3365,"Friday"
6117666160,2016-05-07,7336,"Saturday"
6117666160,2016-05-08,7328,"Sunday"
6117666160,2016-05-09,4477,"Monday"
6290855005,2016-04-12,4562,"Tuesday"
6290855005,2016-04-13,7142,"Wednesday"
6290855005,2016-04-14,7671,"Thursday"
6290855005,2016-04-15,9501,"Friday"
6290855005,2016-04-16,8301,"Saturday"
6290855005,2016-04-17,7851,"Sunday"
6290855005,2016-04-18,6885,"Monday"
6290855005,2016-04-19,7142,"Tuesday"
6290855005,2016-04-20,6361,"Wednesday"
6290855005,2016-04-21,0,"Thursday"
6290855005,2016-04-22,6238,"Friday"
6290855005,2016-04-23,0,"Saturday"
6290855005,2016-04-24,5896,"Sunday"
6290855005,2016-04-25,7802,"Monday"
