"Id","ActivityDate","Calories","DayOfWeek"
1624580081,2016-05-09,1328,"Monday"
1624580081,2016-05-10,1393,"Tuesday"
1624580081,2016-05-11,1359,"Wednesday"
1624580081,2016-05-12,1002,"Thursday"
1644430081,2016-04-12,3199,"Tuesday"
1644430081,2016-04-13,2902,"Wednesday"
1644430081,2016-04-14,3226,"Thursday"
1644430081,2016-04-15,2750,"Friday"
1644430081,2016-04-16,3493,"Saturday"
1644430081,2016-04-17,3011,"Sunday"
1644430081,2016-04-18,2806,"Monday"
1644430081,2016-04-19,3300,"Tuesday"
1644430081,2016-04-20,2430,"Wednesday"
1644430081,2016-04-21,2140,"Thursday"
1644430081,2016-04-22,2344,"Friday"
1644430081,2016-04-23,2677,"Saturday"
1644430081,2016-04-24,2413,"Sunday"
1644430081,2016-04-25,2497,"Monday"
1644430081,2016-04-26,3123,"Tuesday"
1644430081,2016-04-27,2489,"Wednesday"
1644430081,2016-04-28,3108,"Thursday"
1644430081,2016-04-29,2498,"Friday"
1644430081,2016-04-30,3846,"Saturday"
1644430081,2016-05-01,2696,"Sunday"
1644430081,2016-05-02,2580,"Monday"
1644430081,2016-05-03,3324,"Tuesday"
1644430081,2016-05-04,2222,"Wednesday"
1644430081,2016-05-05,2463,"Thursday"
1644430081,2016-05-06,3328,"Friday"
1644430081,2016-05-07,3404,"Saturday"
1644430081,2016-05-08,2987,"Sunday"
1644430081,2016-05-09,3008,"Monday"
1644430081,2016-05-10,2799,"Tuesday"
1644430081,2016-05-11,1276,"Wednesday"
1844505072,2016-04-12,2030,"Tuesday"
1844505072,2016-04-13,1860,"Wednesday"
1844505072,2016-04-14,2130,"Thursday"
1844505072,2016-04-15,1725,"Friday"
1844505072,2016-04-16,1657,"Saturday"
1844505072,2016-04-17,1793,"Sunday"
1844505072,2016-04-18,1814,"Monday"
1844505072,2016-04-19,1366,"Tuesday"
1844505072,2016-04-20,1349,"Wednesday"
1844505072,2016-04-21,2062,"Thursday"
1844505072,2016-04-22,1827,"Friday"
1844505072,2016-04-23,1645,"Saturday"
1844505072,2016-04-24,1347,"Sunday"
1844505072,2016-04-25,1347,"Monday"
1844505072,2016-04-26,1347,"Tuesday"
1844505072,2016-04-27,1348,"Wednesday"
1844505072,2016-04-28,1992,"Thursday"
1844505072,2016-04-29,1856,"Friday"
1844505072,2016-04-30,1763,"Saturday"
1844505072,2016-05-01,1541,"Sunday"
1844505072,2016-05-02,1348,"Monday"
1844505072,2016-05-03,1742,"Tuesday"
1844505072,2016-05-04,1549,"Wednesday"
1844505072,2016-05-05,1589,"Thursday"
1844505072,2016-05-06,1351,"Friday"
1844505072,2016-05-07,1347,"Saturday"
1844505072,2016-05-08,1347,"Sunday"
1844505072,2016-05-09,1347,"Monday"
1844505072,2016-05-10,1347,"Tuesday"
1844505072,2016-05-11,1347,"Wednesday"
1844505072,2016-05-12,665,"Thursday"
1927972279,2016-04-12,2220,"Tuesday"
1927972279,2016-04-13,2151,"Wednesday"
1927972279,2016-04-14,2383,"Thursday"
1927972279,2016-04-15,2221,"Friday"
1927972279,2016-04-16,2064,"Saturday"
1927972279,2016-04-17,2063,"Sunday"
1927972279,2016-04-18,2111,"Monday"
1927972279,2016-04-19,2063,"Tuesday"
1927972279,2016-04-20,2063,"Wednesday"
1927972279,2016-04-21,2064,"Thursday"
1927972279,2016-04-22,2093,"Friday"
1927972279,2016-04-23,2499,"Saturday"
1927972279,2016-04-24,2324,"Sunday"
1927972279,2016-04-25,2100,"Monday"
1927972279,2016-04-26,2638,"Tuesday"
1927972279,2016-04-27,2063,"Wednesday"
1927972279,2016-04-28,2351,"Thursday"
1927972279,2016-04-29,2063,"Friday"
1927972279,2016-04-30,2064,"Saturday"
1927972279,2016-05-01,2411,"Sunday"
1927972279,2016-05-02,2505,"Monday"
1927972279,2016-05-03,2195,"Tuesday"
1927972279,2016-05-04,2338,"Wednesday"
1927972279,2016-05-05,2063,"Thursday"
1927972279,2016-05-06,2383,"Friday"
1927972279,2016-05-07,2229,"Saturday"
1927972279,2016-05-08,2063,"Sunday"
1927972279,2016-05-09,2063,"Monday"
1927972279,2016-05-10,2063,"Tuesday"
1927972279,2016-05-11,2063,"Wednesday"
1927972279,2016-05-12,1383,"Thursday"
2022484408,2016-04-12,2390,"Tuesday"
2022484408,2016-04-13,2601,"Wednesday"
2022484408,2016-04-14,2312,"Thursday"
2022484408,2016-04-15,2525,"Friday"
2022484408,2016-04-16,2177,"Saturday"
2022484408,2016-04-17,2782,"Sunday"
2022484408,2016-04-18,2770,"Monday"
2022484408,2016-04-19,2489,"Tuesday"
2022484408,2016-04-20,2897,"Wednesday"
2022484408,2016-04-21,3158,"Thursday"
2022484408,2016-04-22,2638,"Friday"
2022484408,2016-04-23,2069,"Saturday"
2022484408,2016-04-24,2529,"Sunday"
2022484408,2016-04-25,2470,"Monday"
2022484408,2016-04-26,2793,"Tuesday"
2022484408,2016-04-27,2463,"Wednesday"
2022484408,2016-04-28,2296,"Thursday"
2022484408,2016-04-29,2611,"Friday"
2022484408,2016-04-30,2732,"Saturday"
2022484408,2016-05-01,2380,"Sunday"
2022484408,2016-05-02,2473,"Monday"
2022484408,2016-05-03,2752,"Tuesday"
2022484408,2016-05-04,2649,"Wednesday"
2022484408,2016-05-05,2609,"Thursday"
2022484408,2016-05-06,2498,"Friday"
2022484408,2016-05-07,1995,"Saturday"
2022484408,2016-05-08,1848,"Sunday"
2022484408,2016-05-09,2709,"Monday"
2022484408,2016-05-10,2797,"Tuesday"
2022484408,2016-05-11,2544,"Wednesday"
2022484408,2016-05-12,1853,"Thursday"
2026352035,2016-04-12,1459,"Tuesday"
2026352035,2016-04-13,1521,"Wednesday"
2026352035,2016-04-14,1431,"Thursday"
2026352035,2016-04-15,1444,"Friday"
2026352035,2016-04-16,1373,"Saturday"
2026352035,2016-04-17,1214,"Sunday"
2026352035,2016-04-18,1419,"Monday"
2026352035,2016-04-19,1356,"Tuesday"
2026352035,2016-04-20,1667,"Wednesday"
2026352035,2016-04-21,1370,"Thursday"
2026352035,2016-04-22,1399,"Friday"
2026352035,2016-04-23,1916,"Saturday"
2026352035,2016-04-24,1401,"Sunday"
2026352035,2016-04-25,1576,"Monday"
2026352035,2016-04-26,1595,"Tuesday"
2026352035,2016-04-27,1593,"Wednesday"
2026352035,2016-04-28,1649,"Thursday"
2026352035,2016-04-29,1692,"Friday"
2026352035,2016-04-30,1506,"Saturday"
2026352035,2016-05-01,1447,"Sunday"
2026352035,2016-05-02,1690,"Monday"
2026352035,2016-05-03,1604,"Tuesday"
2026352035,2016-05-04,1658,"Wednesday"
2026352035,2016-05-05,1926,"Thursday"
2026352035,2016-05-06,1736,"Friday"
2026352035,2016-05-07,1491,"Saturday"
2026352035,2016-05-08,1555,"Sunday"
2026352035,2016-05-09,1869,"Monday"
2026352035,2016-05-10,1141,"Tuesday"
2026352035,2016-05-11,1698,"Wednesday"
2026352035,2016-05-12,1364,"Thursday"
2320127002,2016-04-12,2124,"Tuesday"
2320127002,2016-04-13,2003,"Wednesday"
2320127002,2016-04-14,1696,"Thursday"
2320127002,2016-04-15,1801,"Friday"
2320127002,2016-04-16,1724,"Saturday"
2320127002,2016-04-17,1852,"Sunday"
2320127002,2016-04-18,1905,"Monday"
2320127002,2016-04-19,1811,"Tuesday"
2320127002,2016-04-20,1922,"Wednesday"
2320127002,2016-04-21,1610,"Thursday"
2320127002,2016-04-22,1851,"Friday"
2320127002,2016-04-23,1804,"Saturday"
2320127002,2016-04-24,1725,"Sunday"
2320127002,2016-04-25,1654,"Monday"
2320127002,2016-04-26,1632,"Tuesday"
2320127002,2016-04-27,1481,"Wednesday"
2320127002,2016-04-28,1473,"Thursday"
2320127002,2016-04-29,1410,"Friday"
2320127002,2016-04-30,1779,"Saturday"
2320127002,2016-05-01,1403,"Sunday"
2320127002,2016-05-02,1613,"Monday"
2320127002,2016-05-03,1878,"Tuesday"
2320127002,2016-05-04,1426,"Wednesday"
2320127002,2016-05-05,1780,"Thursday"
2320127002,2016-05-06,1742,"Friday"
2320127002,2016-05-07,1972,"Saturday"
2320127002,2016-05-08,1821,"Sunday"
2320127002,2016-05-09,1630,"Monday"
2320127002,2016-05-10,1899,"Tuesday"
2320127002,2016-05-11,1903,"Wednesday"
2320127002,2016-05-12,1125,"Thursday"
2347167796,2016-04-12,2344,"Tuesday"
2347167796,2016-04-13,2038,"Wednesday"
2347167796,2016-04-14,2010,"Thursday"
2347167796,2016-04-15,2133,"Friday"
2347167796,2016-04-16,2670,"Saturday"
2347167796,2016-04-17,1882,"Sunday"
2347167796,2016-04-18,1944,"Monday"
2347167796,2016-04-19,2346,"Tuesday"
2347167796,2016-04-20,2198,"Wednesday"
2347167796,2016-04-21,2048,"Thursday"
2347167796,2016-04-22,1946,"Friday"
2347167796,2016-04-23,2629,"Saturday"
2347167796,2016-04-24,2187,"Sunday"
2347167796,2016-04-25,2095,"Monday"
2347167796,2016-04-26,1861,"Tuesday"
2347167796,2016-04-27,2194,"Wednesday"
2347167796,2016-04-28,1854,"Thursday"
2347167796,2016-04-29,403,"Friday"
2873212765,2016-04-12,1982,"Tuesday"
2873212765,2016-04-13,2004,"Wednesday"
2873212765,2016-04-14,1893,"Thursday"
2873212765,2016-04-15,2063,"Friday"
2873212765,2016-04-16,2148,"Saturday"
2873212765,2016-04-17,1529,"Sunday"
2873212765,2016-04-18,1890,"Monday"
2873212765,2016-04-19,1956,"Tuesday"
2873212765,2016-04-20,2094,"Wednesday"
2873212765,2016-04-21,1970,"Thursday"
2873212765,2016-04-22,2241,"Friday"
2873212765,2016-04-23,2021,"Saturday"
2873212765,2016-04-24,1898,"Sunday"
2873212765,2016-04-25,1907,"Monday"
2873212765,2016-04-26,1882,"Tuesday"
2873212765,2016-04-27,1966,"Wednesday"
2873212765,2016-04-28,1835,"Thursday"
2873212765,2016-04-29,1780,"Friday"
2873212765,2016-04-30,1830,"Saturday"
2873212765,2016-05-01,1739,"Sunday"
2873212765,2016-05-02,1878,"Monday"
2873212765,2016-05-03,1906,"Tuesday"
2873212765,2016-05-04,2015,"Wednesday"
2873212765,2016-05-05,1971,"Thursday"
2873212765,2016-05-06,1910,"Friday"
2873212765,2016-05-07,1897,"Saturday"
2873212765,2016-05-08,2096,"Sunday"
2873212765,2016-05-09,1906,"Monday"
2873212765,2016-05-10,1962,"Tuesday"
2873212765,2016-05-11,1826,"Wednesday"
2873212765,2016-05-12,1431,"Thursday"
3372868164,2016-04-12,1788,"Tuesday"
3372868164,2016-04-13,2093,"Wednesday"
3372868164,2016-04-14,2065,"Thursday"
3372868164,2016-04-15,1908,"Friday"
3372868164,2016-04-16,1908,"Saturday"
3372868164,2016-04-17,1964,"Sunday"
3372868164,2016-04-18,2014,"Monday"
3372868164,2016-04-19,1985,"Tuesday"
3372868164,2016-04-20,1867,"Wednesday"
3372868164,2016-04-21,2124,"Thursday"
3372868164,2016-04-22,1669,"Friday"
3372868164,2016-04-23,1995,"Saturday"
3372868164,2016-04-24,1921,"Sunday"
3372868164,2016-04-25,2010,"Monday"
3372868164,2016-04-26,2057,"Tuesday"
3372868164,2016-04-27,2095,"Wednesday"
3372868164,2016-04-28,1972,"Thursday"
3372868164,2016-04-29,2044,"Friday"
3372868164,2016-04-30,1946,"Saturday"
3372868164,2016-05-01,1237,"Sunday"
3977333714,2016-04-12,1450,"Tuesday"
3977333714,2016-04-13,1495,"Wednesday"
3977333714,2016-04-14,1433,"Thursday"
3977333714,2016-04-15,1468,"Friday"
3977333714,2016-04-16,1625,"Saturday"
3977333714,2016-04-17,1529,"Sunday"
3977333714,2016-04-18,1584,"Monday"
3977333714,2016-04-19,1638,"Tuesday"
3977333714,2016-04-20,1554,"Wednesday"
3977333714,2016-04-21,1397,"Thursday"
3977333714,2016-04-22,1481,"Friday"
3977333714,2016-04-23,1638,"Saturday"
3977333714,2016-04-24,1655,"Sunday"
3977333714,2016-04-25,1570,"Monday"
3977333714,2016-04-26,1551,"Tuesday"
3977333714,2016-04-27,1377,"Wednesday"
3977333714,2016-04-28,1407,"Thursday"
3977333714,2016-04-29,1545,"Friday"
3977333714,2016-04-30,1650,"Saturday"
3977333714,2016-05-01,1501,"Sunday"
3977333714,2016-05-02,1760,"Monday"
3977333714,2016-05-03,1710,"Tuesday"
3977333714,2016-05-04,1628,"Wednesday"
3977333714,2016-05-05,1618,"Thursday"
3977333714,2016-05-06,1590,"Friday"
3977333714,2016-05-07,1574,"Saturday"
3977333714,2016-05-08,1633,"Sunday"
3977333714,2016-05-09,1667,"Monday"
3977333714,2016-05-10,1630,"Tuesday"
3977333714,2016-05-11,52,"Wednesday"
4020332650,2016-04-12,3654,"Tuesday"
4020332650,2016-04-13,1981,"Wednesday"
4020332650,2016-04-14,2011,"Thursday"
4020332650,2016-04-15,2951,"Friday"
4020332650,2016-04-16,3051,"Saturday"
4020332650,2016-04-17,1990,"Sunday"
4020332650,2016-04-18,1995,"Monday"
4020332650,2016-04-19,1980,"Tuesday"
4020332650,2016-04-20,1980,"Wednesday"
4020332650,2016-04-21,1980,"Thursday"
4020332650,2016-04-22,1980,"Friday"
4020332650,2016-04-23,1980,"Saturday"
4020332650,2016-04-24,1980,"Sunday"
4020332650,2016-04-25,1980,"Monday"
4020332650,2016-04-26,1980,"Tuesday"
4020332650,2016-04-27,1980,"Wednesday"
4020332650,2016-04-28,1980,"Thursday"
4020332650,2016-04-29,1980,"Friday"
4020332650,2016-04-30,1980,"Saturday"
4020332650,2016-05-01,1980,"Sunday"
4020332650,2016-05-02,2207,"Monday"
4020332650,2016-05-03,2828,"Tuesday"
4020332650,2016-05-04,3879,"Wednesday"
4020332650,2016-05-05,3429,"Thursday"
4020332650,2016-05-06,2704,"Friday"
4020332650,2016-05-07,2975,"Saturday"
4020332650,2016-05-08,3089,"Sunday"
4020332650,2016-05-09,2785,"Monday"
4020332650,2016-05-10,2926,"Tuesday"
4020332650,2016-05-11,2645,"Wednesday"
4020332650,2016-05-12,1120,"Thursday"
4319703577,2016-04-12,2115,"Tuesday"
4319703577,2016-04-13,2135,"Wednesday"
4319703577,2016-04-14,2302,"Thursday"
4319703577,2016-04-15,1985,"Friday"
4319703577,2016-04-16,1884,"Saturday"
4319703577,2016-04-17,1464,"Sunday"
4319703577,2016-04-18,1632,"Monday"
4319703577,2016-04-19,2200,"Tuesday"
4319703577,2016-04-20,2220,"Wednesday"
4319703577,2016-04-21,1792,"Thursday"
4319703577,2016-04-22,1886,"Friday"
4319703577,2016-04-23,1945,"Saturday"
4319703577,2016-04-24,1880,"Sunday"
4319703577,2016-04-25,2314,"Monday"
4319703577,2016-04-26,2236,"Tuesday"
4319703577,2016-04-27,2324,"Wednesday"
4319703577,2016-04-28,2367,"Thursday"
4319703577,2016-04-29,2175,"Friday"
4319703577,2016-04-30,2092,"Saturday"
4319703577,2016-05-01,1593,"Sunday"
4319703577,2016-05-02,2270,"Monday"
4319703577,2016-05-03,2235,"Tuesday"
4319703577,2016-05-04,2282,"Wednesday"
4319703577,2016-05-05,2530,"Thursday"
4319703577,2016-05-06,2266,"Friday"
4319703577,2016-05-07,2158,"Saturday"
4319703577,2016-05-08,1792,"Sunday"
4319703577,2016-05-09,2345,"Monday"
4319703577,2016-05-10,2260,"Tuesday"
4319703577,2016-05-11,2232,"Wednesday"
4319703577,2016-05-12,257,"Thursday"
4388161847,2016-04-12,2955,"Tuesday"
4388161847,2016-04-13,3092,"Wednesday"
4388161847,2016-04-14,2998,"Thursday"
4388161847,2016-04-15,3066,"Friday"
4388161847,2016-04-16,3073,"Saturday"
4388161847,2016-04-17,2572,"Sunday"
4388161847,2016-04-18,3274,"Monday"
4388161847,2016-04-19,3015,"Tuesday"
4388161847,2016-04-20,3083,"Wednesday"
4388161847,2016-04-21,3069,"Thursday"
4388161847,2016-04-22,3544,"Friday"
4388161847,2016-04-23,3306,"Saturday"
4388161847,2016-04-24,2885,"Sunday"
4388161847,2016-04-25,3288,"Monday"
4388161847,2016-04-26,2929,"Tuesday"
4388161847,2016-04-27,3074,"Wednesday"
4388161847,2016-04-28,2969,"Thursday"
4388161847,2016-04-29,2979,"Friday"
4388161847,2016-04-30,3283,"Saturday"
4388161847,2016-05-01,2926,"Sunday"
4388161847,2016-05-02,3147,"Monday"
4388161847,2016-05-03,3290,"Tuesday"
4388161847,2016-05-04,3162,"Wednesday"
4388161847,2016-05-05,2899,"Thursday"
4388161847,2016-05-06,3425,"Friday"
4388161847,2016-05-07,4022,"Saturday"
4388161847,2016-05-08,3934,"Sunday"
4388161847,2016-05-09,3013,"Monday"
4388161847,2016-05-10,3061,"Tuesday"
4388161847,2016-05-11,2954,"Wednesday"
4388161847,2016-05-12,1623,"Thursday"
4445114986,2016-04-12,2113,"Tuesday"
4445114986,2016-04-13,2095,"Wednesday"
4445114986,2016-04-14,2194,"Thursday"
4445114986,2016-04-15,2496,"Friday"
4445114986,2016-04-16,2180,"Saturday"
4445114986,2016-04-17,1933,"Sunday"
4445114986,2016-04-18,2248,"Monday"
4445114986,2016-04-19,1954,"Tuesday"
4445114986,2016-04-20,1974,"Wednesday"
4445114986,2016-04-21,2150,"Thursday"
4445114986,2016-04-22,2432,"Friday"
4445114986,2016-04-23,2149,"Saturday"
4445114986,2016-04-24,2247,"Sunday"
4445114986,2016-04-25,2070,"Monday"
4445114986,2016-04-26,2291,"Tuesday"
4445114986,2016-04-27,2361,"Wednesday"
4445114986,2016-04-28,2203,"Thursday"
4445114986,2016-04-29,2196,"Friday"
4445114986,2016-04-30,2363,"Saturday"
4445114986,2016-05-01,2246,"Sunday"
4445114986,2016-05-02,2336,"Monday"
4445114986,2016-05-03,2421,"Tuesday"
4445114986,2016-05-04,2070,"Wednesday"
4445114986,2016-05-05,2120,"Thursday"
4445114986,2016-05-06,2211,"Friday"
4445114986,2016-05-07,2123,"Saturday"
4445114986,2016-05-08,2423,"Sunday"
4445114986,2016-05-09,2281,"Monday"
4445114986,2016-05-10,2181,"Tuesday"
4445114986,2016-05-11,2499,"Wednesday"
4445114986,2016-05-12,1212,"Thursday"
4558609924,2016-04-12,1909,"Tuesday"
4558609924,2016-04-13,1722,"Wednesday"
4558609924,2016-04-14,1922,"Thursday"
4558609924,2016-04-15,2121,"Friday"
4558609924,2016-04-16,1997,"Saturday"
4558609924,2016-04-17,2117,"Sunday"
4558609924,2016-04-18,2116,"Monday"
4558609924,2016-04-19,1876,"Tuesday"
4558609924,2016-04-20,1788,"Wednesday"
4558609924,2016-04-21,2486,"Thursday"
4558609924,2016-04-22,2094,"Friday"
4558609924,2016-04-23,2085,"Saturday"
4558609924,2016-04-24,2173,"Sunday"
4558609924,2016-04-25,2225,"Monday"
4558609924,2016-04-26,2223,"Tuesday"
4558609924,2016-04-27,2098,"Wednesday"
4558609924,2016-04-28,2185,"Thursday"
4558609924,2016-04-29,1918,"Friday"
4558609924,2016-04-30,2105,"Saturday"
4558609924,2016-05-01,1692,"Sunday"
4558609924,2016-05-02,2066,"Monday"
4558609924,2016-05-03,1953,"Tuesday"
4558609924,2016-05-04,1842,"Wednesday"
4558609924,2016-05-05,2262,"Thursday"
4558609924,2016-05-06,1722,"Friday"
4558609924,2016-05-07,1973,"Saturday"
4558609924,2016-05-08,2666,"Sunday"
4558609924,2016-05-09,2223,"Monday"
4558609924,2016-05-10,1889,"Tuesday"
4558609924,2016-05-11,2131,"Wednesday"
4558609924,2016-05-12,1452,"Thursday"
4702921684,2016-04-12,2947,"Tuesday"
4702921684,2016-04-13,2898,"Wednesday"
4702921684,2016-04-14,2984,"Thursday"
4702921684,2016-04-15,2896,"Friday"
4702921684,2016-04-16,3328,"Saturday"
4702921684,2016-04-17,3394,"Sunday"
4702921684,2016-04-18,3013,"Monday"
4702921684,2016-04-19,2812,"Tuesday"
4702921684,2016-04-20,3061,"Wednesday"
4702921684,2016-04-21,2729,"Thursday"
4702921684,2016-04-22,2241,"Friday"
4702921684,2016-04-23,3691,"Saturday"
4702921684,2016-04-24,3538,"Sunday"
4702921684,2016-04-25,3064,"Monday"
4702921684,2016-04-26,2784,"Tuesday"
4702921684,2016-04-27,2908,"Wednesday"
4702921684,2016-04-28,3033,"Thursday"
4702921684,2016-04-29,3165,"Friday"
4702921684,2016-04-30,3115,"Saturday"
4702921684,2016-05-01,2017,"Sunday"
4702921684,2016-05-02,2859,"Monday"
4702921684,2016-05-03,3145,"Tuesday"
4702921684,2016-05-04,3004,"Wednesday"
4702921684,2016-05-05,3006,"Thursday"
4702921684,2016-05-06,2859,"Friday"
4702921684,2016-05-07,3683,"Saturday"
4702921684,2016-05-08,3287,"Sunday"
4702921684,2016-05-09,2990,"Monday"
4702921684,2016-05-10,3172,"Tuesday"
4702921684,2016-05-11,3069,"Wednesday"
4702921684,2016-05-12,1240,"Thursday"
5553957443,2016-04-12,2026,"Tuesday"
5553957443,2016-04-13,1718,"Wednesday"
5553957443,2016-04-14,2324,"Thursday"
5553957443,2016-04-15,2254,"Friday"
5553957443,2016-04-16,1831,"Saturday"
5553957443,2016-04-17,1397,"Sunday"
5553957443,2016-04-18,1683,"Monday"
5553957443,2016-04-19,2284,"Tuesday"
5553957443,2016-04-20,1570,"Wednesday"
5553957443,2016-04-21,2066,"Thursday"
5553957443,2016-04-22,2105,"Friday"
5553957443,2016-04-23,1776,"Saturday"
5553957443,2016-04-24,1507,"Sunday"
5553957443,2016-04-25,2033,"Monday"
5553957443,2016-04-26,2093,"Tuesday"
5553957443,2016-04-27,1922,"Wednesday"
5553957443,2016-04-28,1999,"Thursday"
5553957443,2016-04-29,2169,"Friday"
5553957443,2016-04-30,1463,"Saturday"
5553957443,2016-05-01,1747,"Sunday"
5553957443,2016-05-02,1996,"Monday"
5553957443,2016-05-03,2116,"Tuesday"
5553957443,2016-05-04,1698,"Wednesday"
5553957443,2016-05-05,2156,"Thursday"
5553957443,2016-05-06,1916,"Friday"
5553957443,2016-05-07,1494,"Saturday"
5553957443,2016-05-08,1762,"Sunday"
5553957443,2016-05-09,2272,"Monday"
5553957443,2016-05-10,2335,"Tuesday"
5553957443,2016-05-11,1693,"Wednesday"
5553957443,2016-05-12,741,"Thursday"
5577150313,2016-04-12,3405,"Tuesday"
5577150313,2016-04-13,2551,"Wednesday"
5577150313,2016-04-14,4022,"Thursday"
5577150313,2016-04-15,4005,"Friday"
5577150313,2016-04-16,4274,"Saturday"
5577150313,2016-04-17,4552,"Sunday"
5577150313,2016-04-18,3625,"Monday"
5577150313,2016-04-19,3501,"Tuesday"
5577150313,2016-04-20,3192,"Wednesday"
5577150313,2016-04-21,4018,"Thursday"
5577150313,2016-04-22,3329,"Friday"
5577150313,2016-04-23,3152,"Saturday"
5577150313,2016-04-24,4392,"Sunday"
5577150313,2016-04-25,3374,"Monday"
5577150313,2016-04-26,3088,"Tuesday"
5577150313,2016-04-27,3294,"Wednesday"
5577150313,2016-04-28,3580,"Thursday"
5577150313,2016-04-29,3544,"Friday"
5577150313,2016-04-30,4501,"Saturday"
5577150313,2016-05-01,4546,"Sunday"
5577150313,2016-05-02,3014,"Monday"
5577150313,2016-05-03,3795,"Tuesday"
5577150313,2016-05-04,2755,"Wednesday"
5577150313,2016-05-05,3004,"Thursday"
5577150313,2016-05-06,2643,"Friday"
5577150313,2016-05-07,1819,"Saturday"
5577150313,2016-05-08,1819,"Sunday"
5577150313,2016-05-09,2489,"Monday"
5577150313,2016-05-10,3841,"Tuesday"
5577150313,2016-05-11,1665,"Wednesday"
6117666160,2016-04-12,1496,"Tuesday"
6117666160,2016-04-13,1496,"Wednesday"
6117666160,2016-04-14,1496,"Thursday"
6117666160,2016-04-15,2865,"Friday"
6117666160,2016-04-16,2828,"Saturday"
6117666160,2016-04-17,2225,"Sunday"
6117666160,2016-04-18,2018,"Monday"
6117666160,2016-04-19,2606,"Tuesday"
6117666160,2016-04-20,2536,"Wednesday"
6117666160,2016-04-21,4900,"Thursday"
6117666160,2016-04-22,2409,"Friday"
6117666160,2016-04-23,2651,"Saturday"
6117666160,2016-04-24,2305,"Sunday"
6117666160,2016-04-25,1497,"Monday"
6117666160,2016-04-26,2450,"Tuesday"
6117666160,2016-04-27,2576,"Wednesday"
6117666160,2016-04-28,1879,"Thursday"
6117666160,2016-04-29,2560,"Friday"
6117666160,2016-04-30,2275,"Saturday"
6117666160,2016-05-01,2361,"Sunday"
6117666160,2016-05-02,2044,"Monday"
6117666160,2016-05-03,1496,"Tuesday"
6117666160,2016-05-04,1902,"Wednesday"
6117666160,2016-05-05,2636,"Thursday"
6117666160,2016-05-06,1838,"Friday"
6117666160,2016-05-07,2469,"Saturday"
6117666160,2016-05-08,2250,"Sunday"
6117666160,2016-05-09,1248,"Monday"
6290855005,2016-04-12,2560,"Tuesday"
6290855005,2016-04-13,2905,"Wednesday"
6290855005,2016-04-14,2952,"Thursday"
6290855005,2016-04-15,2896,"Friday"
6290855005,2016-04-16,2783,"Saturday"
6290855005,2016-04-17,3171,"Sunday"
6290855005,2016-04-18,2766,"Monday"
6290855005,2016-04-19,2839,"Tuesday"
6290855005,2016-04-20,2701,"Wednesday"
6290855005,2016-04-21,2060,"Thursday"
6290855005,2016-04-22,2796,"Friday"
6290855005,2016-04-23,2664,"Saturday"
